id,b0,bU,bE,bEv,bPN,bPR,ll,model
1,-2.88771418560014,0.937906112523469,0.647437570875558,-0.120850645583121,-0.185670216311851,0.0445979230006148,-669.716626446784,os_evidenceOnly
2,-2.0890455876974,-1.0673998061468,0.00403825724352977,0.907074727146019,-0.104264314870302,-0.220532311695465,-668.039251602871,os_evidenceOnly
3,-2.50936133634705,0.316505718058941,0.55007000843466,-0.0338880355055615,-0.152052947974072,-0.0471710426564476,-718.38441949883,os_evidenceOnly
4,-0.945463001114189,-1.64049379268631,-0.04746424323551,0.807787653157279,-0.108167233266445,-0.278467161277177,-699.157583671942,os_evidenceOnly
5,-1.73229381605115,0.120409581770185,0.433389181464116,-0.0509185346658373,-0.200659144500402,0.0412425900197366,-712.293042125425,os_evidenceOnly
7,-2.51778804087075,0.556010894365815,0.535919747361795,-0.040574212470454,-0.0926133221148789,-0.260033650876959,-696.712513242596,os_evidenceOnly
8,-3.96444153676867,2.34230767663908,0.534672013226942,-0.178282221904425,-0.133975993251763,-0.615835782147127,-644.516015695109,os_evidenceOnly
9,-3.39462045402049,-0.122804764359506,0.877336514180044,0.169294335650718,-0.130063818854582,0.406806469592742,-613.142629603753,os_evidenceOnly
10,-1.63380640239923,0.45698167075373203,0.45343991054873,0.0880573427564169,-0.193667157766798,-0.732538130331948,-699.227383975115,os_evidenceOnly
11,-3.6405446826457,-0.842060287487761,1.12228909050654,0.364563765062543,-0.0957833629712089,-0.265548670979556,-567.253070986432,os_evidenceOnly
12,-2.44584025395699,1.01112171027213,0.739193015558239,-0.273091240001258,-0.239573934970211,-0.0821735813118172,-626.605203508301,os_evidenceOnly
13,-4.10404180970315,1.7968891351695,0.776818927814322,-0.35319045289514,-0.152919282005179,0.277881449008645,-682.152228438555,os_evidenceOnly
14,-4.92039626887839,1.76126454527916,0.582535895537215,-0.048183146253925,-0.0824847650763488,-0.0653928065714168,-639.723759872923,os_evidenceOnly
15,-2.07479077975752,0.547544159144355,0.487443861947552,0.169217993960519,-0.190139994417069,-0.59561397990927,-676.705220153774,os_evidenceOnly
16,-2.08379181398715,0.0343438152387465,0.319121730579918,0.168291739426646,-0.115703727477146,-0.432041645377832,-712.982072364338,os_evidenceOnly
17,-3.0245073110849,1.58565263023219,0.460902675983866,-0.216467168796904,-0.140409130613868,-0.401709518946542,-682.018886789035,os_evidenceOnly
18,-2.343822915061,0.711118814684351,0.231884014918364,0.13869655650809,-0.162615044034959,-0.370826290977551,-658.848327394649,os_evidenceOnly
19,-4.53621149295238,-0.39457792459132,1.39645269227319,0.311925286369299,-0.0924302928299338,0.407973830216341,-511.186247741847,os_evidenceOnly
20,-3.86803176376196,0.192602274231511,0.980206482347001,-0.0851746972078045,-0.0863548138989981,-0.0290567761489995,-649.722034956589,os_evidenceOnly
21,-2.36227078343323,0.767731874685108,0.582137079532178,-0.0200125595203735,-0.191688723734328,-0.382904436793849,-662.744770214652,os_evidenceOnly
22,-0.553461215597832,-0.415876988104201,0.503412194069888,0.067946307985334,-0.296209081924222,-0.20924268132955,-684.146533607342,os_evidenceOnly
23,-1.68313259592898,-0.458378585521663,0.536698408456442,0.158112269280634,-0.222677546558893,0.284284647783354,-699.143516741254,os_evidenceOnly
24,-3.18928208368947,1.98171691580532,0.61500133122552,-0.250346930886896,-0.189982690539196,-0.504887499213728,-627.870861820643,os_evidenceOnly
25,-2.76613091082373,0.0577504966409561,0.504307673189779,0.0535021174388904,-0.154142187725847,0.110947317556534,-677.477301663092,os_evidenceOnly
26,-2.6681121384796,-1.51435148641041,0.280968977667957,2.56459811336011,-0.185665648887149,0.678844183158459,-430.492904287814,os_evidenceOnly
27,-1.6497427616154,-0.572398547380476,0.959229035922444,0.0545577173627702,-0.182200923141404,-0.584028724823046,-615.581876188913,os_evidenceOnly
28,-1.46749640448405,-0.256249430793407,0.847928664043611,0.258158043820293,-0.333116146461041,0.204363670094196,-555.640186146925,os_evidenceOnly
29,-3.24523834254755,-0.714464166188471,1.21243677226089,0.327941866803632,-0.102919839817889,-0.251416086744784,-541.181883029426,os_evidenceOnly
30,-4.86286260469384,1.56870289528645,1.12193604672646,-0.121762763006339,-0.109411482176725,-0.395235507200735,-573.946170352999,os_evidenceOnly
31,-2.18004918789143,1.1239373539358,0.530051809802244,-0.188401515330904,-0.228250404950562,-0.246125187314095,-618.530203419513,os_evidenceOnly
32,-4.53856872197862,0.721469592409062,1.48985971607192,-0.209930946495027,-0.0458009821431805,0.438364416047171,-576.335887900092,os_evidenceOnly
33,-3.34870100359351,1.08352389012723,0.594065290862465,-0.0864493454226912,-0.146338067259936,-0.155997968402265,-647.548209960754,os_evidenceOnly
34,-1.67514767980055,0.00664958867765924,0.608085536617292,0.137999202233703,-0.323299224425348,0.417300893842468,-620.310689215205,os_evidenceOnly
35,-2.83404277276285,1.4180981036115199,0.453646116233265,-0.0293405000228838,-0.195555086619582,-0.381201441371158,-622.158539851608,os_evidenceOnly
36,-2.24843075145397,1.43498815634826,0.771259635021848,-0.376641121229325,-0.258746496737209,-0.563383705435152,-561.153106642061,os_evidenceOnly
37,-1.29474117993374,0.522353656686276,0.755526159272034,-0.295603878995913,-0.358544322982624,0.0117203936955941,-526.463310512271,os_evidenceOnly
38,-4.21334534667336,0.482540205035482,0.774864935739151,-0.0372858765519722,-0.119924804448462,0.290409880585346,-658.451805067951,os_evidenceOnly
39,-1.25858451223961,-0.491966371518929,0.414441378634481,0.0936847939865326,-0.249639911131818,0.380864107067844,-708.28758443367,os_evidenceOnly
40,-1.56670750747676,-1.18821770456681,0.56612113513963,0.559715761513804,-0.18522943610927,-0.285824404562271,-607.892429050094,os_evidenceOnly
41,-1.69334978149341,-0.127669747361742,0.785738732104773,-0.0269204978013645,-0.257529036780703,0.198191692430383,-654.035741405955,os_evidenceOnly
43,-2.93632858894709,-0.137329409827752,0.380988794741436,0.15669199793094,-0.105632248028321,0.422706235820738,-717.775619631412,os_evidenceOnly
45,-2.04705213688351,-2.86570159826761,0.104852443788451,1.36223559882038,-0.0572914158607104,-0.628238366500195,-559.115692854906,os_evidenceOnly
46,-1.39419846258128,-0.0477532588877004,0.511660388821522,0.286791236887667,-0.246002627199025,-0.495407007861334,-633.242367661651,os_evidenceOnly
47,-2.75033022474435,-0.300948008884962,1.63389172544666,0.078466581692705,-0.217084032394408,0.130097188775213,-495.426769758243,os_evidenceOnly
48,-2.31467663392248,-1.2579581839122,0.66908266306697,0.696483815004809,-0.109704454877211,-0.452242910313523,-565.972870529844,os_evidenceOnly
49,-3.07744085972598,1.23271814112058,0.728977479876798,-0.0512269052715971,-0.167496638298408,0.0534761274269914,-629.789144717004,os_evidenceOnly
50,-3.62617605169128,-0.295589074263748,1.18020689294434,0.547379545467945,-0.136812117995385,0.276551284857414,-515.119724348363,os_evidenceOnly
51,-0.69404833584854,0.00810246615328089,0.737400795012699,0.0210891801779378,-0.384217315208593,-0.333503335328,-592.290893348264,os_evidenceOnly
52,-4.09133186100354,-0.467160369172046,1.66002665348594,0.362932677182353,-0.131056942793739,-0.102685102645538,-462.21884438266,os_evidenceOnly
53,-2.15154532357379,1.18015088816125,0.456666055684134,-0.11204626326082,-0.187262088703173,-0.875376600404641,-618.390771243164,os_evidenceOnly
54,-2.98400873180617,0.795349634190894,0.588162292200054,0.0670325955719049,-0.0881703722326469,-0.65347138889001,-699.980365167539,os_evidenceOnly
55,-2.54349775559879,0.794928820589918,0.898208130904839,-0.31611015588008,-0.351022182505049,0.797086219392718,-561.351133462637,os_evidenceOnly
56,-0.761140674396578,0.294227788449845,0.304663270489331,0.0177383652387586,-0.244535837945163,-0.382714746179484,-588.913445830079,os_evidenceOnly
58,-3.7101438559566,1.14270596155013,1.38447955739431,-0.315238719851082,-0.218890294402694,0.137788017321953,-569.377481873041,os_evidenceOnly
60,-2.35141891536546,0.934111469850005,0.301889919584413,0.0197929374437603,-0.180034342225648,-0.109557594479202,-673.716792964274,os_evidenceOnly
61,-2.27763739057399,1.37765393410996,0.634515978471362,-0.285680012220011,-0.231814251377497,-0.589224743862161,-574.31556165934,os_evidenceOnly
62,-2.49201136200545,-0.251125102375077,0.426810655965839,0.29078814320512,-0.137409192422875,-0.253772184071311,-658.85564162579,os_evidenceOnly
63,-1.66559821012319,-0.124347145313442,0.244236103614971,0.292088463501855,-0.192561691985968,-0.349273952099762,-669.863320915106,os_evidenceOnly
64,-1.97087938551114,-0.282517486476,0.815147346841296,0.15655139407665,-0.222933183552831,-0.209561551488082,-602.773963611207,os_evidenceOnly
65,-2.61463761324061,-0.639589654532405,0.543182716175949,0.331453643105026,-0.104644292773002,-0.0461500103506068,-670.182643045147,os_evidenceOnly
67,-2.3140015218785,0.764340960041704,0.367687778349427,-0.116832224058259,-0.135284291483188,-0.202817243276691,-754.202258299972,os_evidenceOnly
68,-3.95128408402259,0.122812737625272,0.8490423049394,0.174139211764714,-0.132112918300826,0.420794892397766,-637.644251001544,os_evidenceOnly
69,-2.54342433961987,1.04337248776453,0.635883638976307,-0.143298702012032,-0.208788910238661,-0.132077976384693,-676.016904924439,os_evidenceOnly
70,-2.60779877077544,1.41841221016609,0.86651768038144406,-0.436119130212073,-0.258740394563174,-0.0895556172986939,-561.074908515017,os_evidenceOnly
71,-2.57209601497136,-0.237749125090277,0.39726744376021,0.286029179456431,-0.136759918517678,0.0709729482985166,-671.785883451679,os_evidenceOnly
72,-2.75829933352812,-0.204801648182669,0.687570692353003,0.322997301403374,-0.127366463734611,0.149334654724245,-630.86997814435,os_evidenceOnly
73,-4.24314706556528,1.20640022559295,0.634815219520792,0.0262609501183577,-0.112760248234376,0.214071456416948,-618.911963222055,os_evidenceOnly
74,-2.24317951213132,-0.353292895960849,0.544808066442965,0.1985229415784,-0.142290618742672,-0.384141124231336,-687.186053277379,os_evidenceOnly
75,-3.13187293877032,0.442874655271044,0.623189867851213,0.167635904789396,-0.13526269560859,-0.206522223699242,-650.919110444109,os_evidenceOnly
76,-3.87479755341297,-0.860237410926827,1.52653155581304,0.314467945133791,-0.0499132481207374,-0.301226032480113,-485.014356992146,os_evidenceOnly
77,-2.41033715043647,0.0122405576825992,0.36241033742475,0.335020238103049,-0.132404328957296,-0.889218736947218,-615.50078817036194,os_evidenceOnly
78,-3.07293995151481,0.604605739994813,0.664574048391204,0.227600989590943,-0.158730446887821,-0.125872748367706,-599.411313581566,os_evidenceOnly
79,-1.95247689818408,-0.166219582206755,0.638167000151885,0.241502045925268,-0.192970610584945,-0.538568095487803,-617.064076025028,os_evidenceOnly
80,-2.55968635678106,1.40118815077097,0.702423825540413,-0.267864342936449,-0.222157943159248,-0.583466098108432,-665.522627375654,os_evidenceOnly
81,-2.17715147662799,1.10570001564072,0.52787619894571,-0.143610072916279,-0.190952137040585,-0.664935907052898,-654.979470009575,os_evidenceOnly
82,-4.27499488002004,-0.116131899419568,0.876711563766548,0.27581229072936,-0.0763796662123382,-0.176735707908041,-553.861151305504,os_evidenceOnly
83,-2.39804065199136,0.635296883710723,0.27212491366156,0.213057775601931,-0.133443742244717,-0.502056078377593,-659.654299350324,os_evidenceOnly
86,-4.5620711272239,1.73746107813356,1.037977534244,-0.344741377777877,-0.160907972095149,-0.463185261398075,-608.889921310752,os_evidenceOnly
87,-4.39592235048529,-0.0185202178505222,0.787418951608733,0.303357208267134,-0.050410388597778,0.34123445505931,-606.982825162205,os_evidenceOnly
88,-2.10551502546711,0.0202384870919708,0.570493774554634,0.0249056858894949,-0.177287474848241,0.125063004469663,-693.059402786758,os_evidenceOnly
89,-3.95341350982826,2.06470582542814,1.00534178290377,-0.382356136338338,-0.123034964898192,-0.397700208371619,-655.830728120545,os_evidenceOnly
90,-3.40594190677609,-0.845462057997939,0.47118797758613,0.461502567715434,-0.0403881689493966,-0.0236625572605614,-684.66186113777,os_evidenceOnly
91,-2.07788440952474,-0.216545653537826,0.911295667622058,0.248429009997328,-0.220710429041768,0.066233944251715,-565.824234152384,os_evidenceOnly
92,-1.75942417657201,-0.129405268108348,0.219716817114622,0.135570718125234,-0.152176991992449,-0.281729242391206,-728.580380409427,os_evidenceOnly
93,-2.75444789076375,1.75912193825188,0.708442348668821,-0.378010906268333,-0.222245645126099,-0.517906389456095,-564.389926111002,os_evidenceOnly
94,-1.58226136888716,0.088274722858276,0.567314359408001,-0.0820695324991897,-0.227421060283757,-0.3371229153429,-667.032037131915,os_evidenceOnly
95,-1.3479882075529,0.283177484640154,0.857324782877557,-0.0532926260635657,-0.223146199068004,-0.855217594727729,-611.422215595872,os_evidenceOnly
96,-1.29919073111268,0.117114805064251,0.556277427911694,-0.0929222145647963,-0.252118669950203,-0.0186326245110161,-691.630196182315,os_evidenceOnly
99,-3.17782437122148,1.57539693371421,0.410185698498134,-0.0660279893060266,-0.116662611971853,-0.69412451330408,-638.1009940876,os_evidenceOnly
100,-0.857755709743317,0.399498893430193,0.654784660162839,-0.143724837455953,-0.324223840506771,-0.629560117601097,-589.712652927271,os_evidenceOnly
101,-1.05112605655428,0.868249336236523,1.05801039624654,-0.516620993449532,-0.469444418985022,-0.265381586094736,-411.13108153923,os_evidenceOnly
102,-2.62583364906428,-0.500514852117784,0.502123709986606,0.418559841948192,-0.13441948265242,-0.00255162321413908,-648.633156180777,os_evidenceOnly
103,-5.33640518453405,-0.599475499145456,0.214505266435406,1.06875535252882,-0.010771377883314,0.0461255495535186,-489.294421080928,os_evidenceOnly
104,-3.58305506778448,0.306147972290284,0.631249398760028,0.028451568960739,-0.171183835361071,0.789886345041521,-694.676844551929,os_evidenceOnly
105,-3.55478979226959,0.00308850293192532,0.689011425720169,0.166676399281397,-0.0825078113399495,-0.219726935275496,-649.618265525981,os_evidenceOnly
106,-4.29222257180469,0.999020928944597,0.786681329684708,-0.0707915898580388,-0.0821875723784664,-0.064271649073542,-640.294428886656,os_evidenceOnly
107,-2.774215838909,0.463379420260339,0.709356326361721,0.031913833756764,-0.142847792987952,-0.915699097240243,-625.43162867617,os_evidenceOnly
108,-1.99258429351403,0.545180232159995,0.608173712727988,0.132402422348841,-0.199912128576761,-0.857084247857003,-620.325200905014,os_evidenceOnly
109,-2.44126800164394,0.707230669441304,0.39278583696879,-0.0112431132202699,-0.162572186173412,-0.438477330469899,-692.987182533195,os_evidenceOnly
110,-2.66160379170499,-0.22809885768448,0.511719752067541,0.364148660572491,-0.123780984754444,-0.0492632368359686,-669.852218323429,os_evidenceOnly
111,-4.20696956338632,-1.4915964724811,1.60076592586517,0.702983671511229,-0.105479383933733,-0.157654355042369,-435.154172642311,os_evidenceOnly
112,-2.72914500638733,0.96935856685679,0.629999991107067,-0.144670621363052,-0.170303105583752,-0.233123318209793,-668.651754602893,os_evidenceOnly
113,-5.43131524558375,2.55961368590328,0.652599457575844,-0.195783748378392,-0.096454458246401,-0.193837887892751,-600.666313765875,os_evidenceOnly
114,-1.81759642753344,0.427167300953831,0.697740154718404,-0.136204275381719,-0.258509041683341,-0.127848342489497,-677.386560578732,os_evidenceOnly
