id,bkE,bU,bE,bEv,bPN,bPR,bkC,bC0_1,bC0_4,bN,bOC,k,b,alpha,ll,model
55,-6.65993428359597,-0.243420902297994,2.55327806201016,0.324003895022424,-0.140903718818918,1.73856392638927,-4.46648901347756,0.854680287486479,1.49294009696683,0.0801558747872579,6.04256482033563,-99.9661053596891,1882.6153621143,0.918807306056202,-374.19652244331,ts2_flex_decay_stop
56,1.09484751894883,0.269712763789484,0.737950358320251,0.242083093626619,-0.193151994653791,-0.810482964728094,-211.284738598854,56.2441881428781,-67.5928177649687,11.0679141229149,666.674463029019,-0.367033788725748,2.45476099907173,0.878452473185334,-441.884959766905,ts2_flex_decay_stop
58,-5.52334329205603,0.447455038543543,3.27020625573747,0.350610365759524,-0.106087027656497,-0.0682270443682336,-29.8565084352053,23.4642247439722,-89.0442791966143,-16.0084036708595,189.704839277418,-0.238060540419742,3.03039415108765,0.982867181740107,-354.679284663592,ts2_flex_decay_stop
60,-5.20326949245044,0.655676992603713,1.42238035669678,0.889020602668169,-0.0488080660374498,1.00365763121994,-4.09855569495657,-138.408111773333,-564.613800863118,0.113185710769934,1135.41542886628,-1.62875567836597,10.1752611732441,0.756853114854476,-446.777901198547,ts2_flex_decay_stop
61,-3.9684200535353,-3.34089872699619,0.800501160980998,1.46694320816164,-0.0769622982683962,-0.168753404588934,-35.8807617670629,35.2889244102156,-65.6014505441119,-8.34036651197728,84.0826591747616,0.329723110311791,5.65362291434736,0.999999966272737,-303.485831647959,ts2_flex_decay_stop
62,-2.74717159268824,-1.77036565781444,0.658737703859729,0.910725884709843,-0.102666618820397,0.78416773095260806,-57.5553933313426,57.1791071464169,-7.31923378440104,-7.2681646870986,72.58702900872,-0.256670479829859,2.08970801653395,0.995391274085546,-540.560272288352,ts2_flex_decay_stop
63,-2.5562374597329,-0.30947278148198,0.510360777740168,0.472917893811231,-0.103075198064645,0.384888766211288,-3.23172011383528,-70.6852038628457,-349.482068820976,0.0458082618341544,293.85374862103,-0.804983692626072,3.72662092108329,0.975966467862508,-521.568177879155,ts2_flex_decay_stop
64,-2.78586994862044,-0.614423630747967,1.49898302787509,0.45057207815245,-0.0744151341038098,0.367042154786371,-322.924686490173,283.533637966512,312.024262244656,16.2306283523882,-30.3302897041532,-0.463079408519757,3.13957845245203,0.999999477734188,-414.65628086828,ts2_flex_decay_stop
65,-2.2903058816517,0.176155222811679,0.569677126900296,0.268917662317183,-0.05011083310324,-0.0432495077435929,-2.91019023294427,-6.96387233156456,-24.5167070085447,0.233822473262916,21.074794263066,-1.98754354790017,5.01457068181512,0.999999685961113,-543.187540459833,ts2_flex_decay_stop
67,-2.45368957000571,-0.59367640913204,0.869085676833576,0.920767664898832,-0.101660613212654,0.0376229916442651,-21.7705902470768,20.3735429712728,16.8156050634275,-0.569482919808851,6.83891014560177,-0.0949088233613831,2.99950506527355,0.963518406824891,-578.900150678931,ts2_flex_decay_stop
68,-5.28952159536051,-2.74084443658513,1.31617133174876,1.49826343955691,0.00481403515627526,1.457054273857,-4.44652591286611,-3.92617212324208,-22.2742611144745,0.235842614786166,22.0590167372943,-0.389916309770004,3.17467745121976,0.937513290696422,-460.827627105536,ts2_flex_decay_stop
69,-6.01373000069938,-0.945517887714966,2.63548957923359,1.0428919807486,-0.190168451332045,0.776611844003204,-7.73112833414933,8.26389754941177,116.612369584344,0.334529066900309,-4.11437723837822,-0.0928514096299832,3.0711089413631,0.943736631620116,-470.517459653329,ts2_flex_decay_stop
70,-9.52398162755371,2.04542283817306,3.79600153657674,-0.231557878487738,-0.0123206068416177,1.11812187053746,-276.671625012509,256.57440818047,280.51922001434,13.823669993045,-35.1401021196889,-0.195764953562904,5.48259204213604,0.895761444850289,-303.741203537258,ts2_flex_decay_stop
71,-2.43271369986355,-0.348050803795514,0.838496482636967,0.345884025269263,-0.0989680971671464,-0.00586532140537408,-1.81759215438776,-370.990436582999,-745.248753129366,0.00962394073146257,931.743999529227,-1.16258731647442,3.86892927820319,0.944526257147118,-532.3725357408,ts2_flex_decay_stop
72,-2.04709961975142,0.494198992278402,0.625230120074311,0.0832074507103129,-0.0790795679413716,0.240569841597665,-3.23930178233588,-8.5014915489677,-60.3056783080274,0.203659152047059,51.586672205808,-2.20550184009566,1.48386585193881,0.998466933345935,-536.313438244561,ts2_flex_decay_stop
73,-2.87423529621122,-3.18917597501647,0.14274060040156,2.71849901165726,-0.136087350027713,0.242837757071317,-1.14886520542522,-8.95442752936255,-34.1282573388996,-0.0284213083082428,30.4425410004172,-177.333341777458,4410.32397108109,0.971775339235758,-422.18474844831,ts2_flex_decay_stop
74,-2.2666926737739,0.0620399759139259,0.738982063264381,0.215147105007982,-0.0840759335651864,-0.147297115024188,-3.26930511287328,-1.93946981580716,-7.24212411519201,0.12141473908739,7.12411015665441,-0.836651258280638,2.97826877100421,0.999999998253332,-565.284820102081,ts2_flex_decay_stop
75,-4.1570169002862,0.809197420243419,0.964202933797012,0.369187607341146,-0.116025800372377,0.438338813624167,-1.7484813799457,-8.60200104554868,-37.9094686431607,0.0363500953327315,35.5432902631831,-0.497580572290021,3.3128358521426,0.974519632602261,-521.443563006731,ts2_flex_decay_stop
76,-3.90315734241017,0.194955035067136,1.80437541019725,-0.0513268113343345,-0.0455580013029418,-6.44638977079227e-5,-17.6679104372501,-19.9903940042698,-88.7625755435492,4.70515622208222,77.3409420133625,-21012.2413079163,25869.5888641416,0.970126944025309,-371.101256785059,ts2_flex_decay_stop
77,-2.88359680999873,-1.2670570604104,0.568518475305465,1.02720013127706,-0.0910578568960261,0.0799722570587331,-53.2146297291413,51.9665486412672,-33.2240428586764,-11.3837236043839,113.908397482806,-0.410022016536085,2.99829792909344,0.994486903410488,-482.493207629137,ts2_flex_decay_stop
78,-5.43859133740316,1.10186040404397,1.41092947608297,0.536445158280706,-0.0204525520756637,0.926403097875723,-1431.97333766043,1131.50721368917,1.88627909907023,-38.2692249656716,1883.94367943014,-0.464297342705372,3.21720681215888,0.9666822167476,-418.890284072426,ts2_flex_decay_stop
79,-4.26020580379565,-0.762929910320907,1.97930870976314,0.566204986144542,-0.0975055616775671,0.426083209276264,-2.40060879053515,-83.501088471307,-338.552051479968,-0.00134687976709281,287.407071075552,-0.462722986734354,3.75399056640461,0.916545394968488,-407.130709903239,ts2_flex_decay_stop
80,-4.46121071016159,0.435602322215753,0.885306413895053,0.413684041313441,-0.0696897670402382,0.245396068491256,-14.7695056358984,-90.8609519109613,-337.902420354571,0.751075177899395,413.623276594207,0.286333787746936,3.40128523122158,0.942750510566337,-514.167237655074,ts2_flex_decay_stop
81,-7.03167884119265,-1.89824184897643,2.58847425765922,2.25542113126962,-0.0106689695362694,0.372194675011217,-140.675205065065,141.445576200883,75.8914805252583,-10.5230911851706,104.408433137847,-0.0812389139880155,4.73108430884881,0.995419523907233,-355.260692175717,ts2_flex_decay_stop
82,-5.10028465334562,-1.21376592240747,1.91753380940871,0.873762335651975,-0.0468176129796743,0.163174437201922,-13.0341424370277,10.1388827020439,-39.8240167193146,-5.66520717012754,59.1402875516906,-0.65964874533897,2.7031101976971,0.901317974593241,-412.252898135532,ts2_flex_decay_stop
83,-4.83158728701119,-2.33122412135266,0.920463554341432,3.43951066564053,-0.0256460426979281,-0.059992615741127,-87.2155822661362,86.8812326427662,22.2762564636364,-13.8886433055359,139.489045895245,-0.202872613227424,5.31456246153505,0.97432829203341,-368.890703662545,ts2_flex_decay_stop
86,-5.89382702688469,0.863067427604698,0.978676901654704,0.0587212106913752,-0.0463350552611497,0.49601558975847,-2.63119693214502,-138.770267659475,-498.120737757904,-0.00497129639466564,313.293024039171,-0.534436327710905,3.71082714788988,0.99999932860661,-475.473022292209,ts2_flex_decay_stop
87,-6.34350225109967,-0.717551084831727,1.69964987984043,0.758403136926901,-0.0625224630563996,0.533602050304217,0.700700798927803,1.9351007413761,0.330955096106884,-0.143505300227882,0.169499612128613,15688.8752774543,29322.3920952865,0.999696137811472,-527.621975390223,ts2_flex_decay_stop
88,-0.94787217320072,0.627974497299136,0.49445408465723,-0.121447414233811,-0.183050148767512,-7.34317140905863e-4,-18.865811789422,7.09239381698261,6.19316117382949,3.3350008511238,3.11184851189972,-5834.50361577126,18.0918572527027,0.932293462392637,-544.857110689567,ts2_flex_decay_stop
89,-4.98473502090584,1.92126287261197,1.06417446857074,1.43543668028781,-0.0629626381526948,-0.0236002299881767,-3.11876248358612,-110.14673448956,-657.930072234369,0.119836537488691,828.345041002266,-0.387006297391538,4.51566572006505,0.914526883419507,-456.211360397358,ts2_flex_decay_stop
90,-2.97699073441747,0.494240245949079,0.418796274732574,0.137591866156641,-0.0254308245344229,0.158670132463824,-5.09147341119326,-5.31649159433292,-28.0995534599994,0.403595005621739,18.3606991643785,-5.48906639555612,-0.906857291389729,0.999999991054685,-590.84120346771,ts2_flex_decay_stop
91,-1.71440063132467,-0.756424193557927,1.68942332767004,0.521364367551023,-0.102506765021427,-0.0523199699059558,-2.17816203971624,-141.525628819714,-540.344680639447,0.00991612381602235,730.414728541195,-0.556860458437145,3.4800728140819,0.965119587625229,-390.441225757413,ts2_flex_decay_stop
92,-1.29074048731757,-0.742665565365119,0.223072760073432,0.53047795497898,-0.141211393085582,0.818725584795365,-2.25680946837113,-6.04332335312843,-16.4376640545088,0.0211258716568067,10.832518150517,-12087.8188263348,59052.2086621338,0.946825892188073,-533.008233842561,ts2_flex_decay_stop
93,-2.21807599567578,-9.05711696022514,-0.383964360694604,5.25959014934166,-0.0616522654924302,0.477470509024844,-41.6619354868547,43.1024275003746,-29.6177574780111,-9.63204296994506,95.9163808040617,0.0906908254577029,5.18497182244164,0.909295516945391,-259.871849515303,ts2_flex_decay_stop
94,-0.738158545572946,-2.7411992656863,0.696184232243046,0.958862440310054,-0.106051226456127,-0.331021931031575,-4.03152564432153,-225.638452388278,-903.575925165854,0.0805032431700115,567.700149629411,-0.448197519795942,5.11520004124159,0.93667250285064,-422.883503150429,ts2_flex_decay_stop
95,-2.15643635613525,0.579212860299634,2.10513637134454,0.0405975875855392,-0.140293418914956,-0.587342467380361,-3.63760151414399,-119.4693045011,-242.729519753242,0.125953385173941,616.789879045661,-0.62987254523294,3.78945145981483,0.912591008273544,-435.079839181471,ts2_flex_decay_stop
96,0.0594487460789161,0.77225954590423,0.546432385270707,-0.196865354837927,-0.227320448544878,1.03903799335952,-4.88396725187997,-4.69554053299363,-8.72406531470007,0.295798101741365,12.8328168556603,-9359.98091582444,18823.9365167349,0.913450755119299,-453.82304546017,ts2_flex_decay_stop
99,-4.74040107336613,-1.48615988032381,1.43751824347049,2.05997764461074,-0.08141470147053,-0.318688144299126,-201.410085847144,202.150615664509,204.956608238979,-0.0404561146979145,-0.576418369362027,-0.176222563642013,3.67293400185633,0.895501832364149,-418.440092942983,ts2_flex_decay_stop
100,-3.44025288029429,-0.427872504733945,1.13408948075431,0.348110888688556,-0.108390898927302,0.524863972572551,-19.2612486258442,16.0404812140841,9.17433705753501,0.112791364221958,4.51324292676887,-0.247626284910129,5.76730376543134,0.999999990654056,-396.748581135803,ts2_flex_decay_stop
101,3980.59736055772,-1853.77473898125,-3648.51907147663,1695.53498920881,2.87529681441311,-2.7988330134575,-87.4748861301896,80.4863437930503,81.1457763618876,1.83432289435469,-0.885175100081236,0.257830643369829,-4.92880923767757,0.0840292436918407,-169.770971348115,ts2_flex_decay_stop
102,-1.87846436546038,-2.11687027320287,0.721761580063174,1.30355224190369,-0.109203841056997,0.248847613690324,-33.5165605764808,30.3645959753727,-19.5976857322688,-5.31277794996416,57.0336633483966,-0.283948740181906,2.11639737366936,0.999999933734635,-519.770916736328,ts2_flex_decay_stop
103,-6.14916439900749,0.952769512295877,0.615979242677417,0.767935170019051,1.27030555846763e-4,0.210170202449224,-202.86694334256,16.376630660615,-83.2396149139484,40.8603234262917,56.5305941673826,-803.983529047366,14.3617960529248,0.916523776216434,-424.702408657293,ts2_flex_decay_stop
104,-4.34473247085385,-1.79396672778715,0.764508607793621,1.23306613866722,0.0195292521127027,0.689286222140104,-5.25053861210654,-8.30657789870889,-34.0246859913784,0.215093567734323,31.3102809378973,-0.353955303785912,5.46407756216713,0.999999997684449,-461.655662521261,ts2_flex_decay_stop
105,-3.76530127749977,0.542520900316674,0.771965124765565,0.128069841953032,-0.0396491515975456,0.0331587477912059,-1.46721821833698,-5.34134724371894,-31.4788722670278,0.0554940237600228,19.7200772891882,-0.89841038988468,2.91504086233647,0.99999992882417,-571.125744770185,ts2_flex_decay_stop
106,-3.85835553732643,-1.3874370885506,0.826899834383878,0.978003402425582,-0.0722421695820486,0.0287865647523781,-1.20947487759888,-3.86104336068235,-15.1130601717276,-0.074792376094119,16.0250665288575,-0.188419568411008,2.73297935571597,0.994926357901966,-486.423584478785,ts2_flex_decay_stop
107,-5.00075502489653,-0.775069917951413,1.70537936887662,0.799879518793701,-0.098747582929974,-0.35535155453838,-12.4201396521635,12.4020695181941,74.7493371739214,0.590257409456621,-6.83011170878926,-0.336576013340786,3.55494555910618,0.978090466597326,-471.702327549574,ts2_flex_decay_stop
108,-4.04337466173925,0.583398942510234,1.44505984094493,0.60624502717746,-0.101835839214307,0.0113019500811246,-33.8519351222797,30.991945406227,-8.49830229563036,-13.6182567017393,143.118330958708,-0.420678879723195,3.97088580049422,0.999999890047158,-449.805751580099,ts2_flex_decay_stop
109,-2.0277717957381,0.228677375327256,0.77527184348974,0.231757762374322,-0.129217189473727,-0.419909768188406,-14.4028977319033,12.0304961426107,7.40422670140572,-0.445516292946982,5.3542877773576,-0.242664897631455,2.88683586492165,0.999999831598558,-564.323700318531,ts2_flex_decay_stop
110,-1.82227274596622,-1.45522526812302,0.132507027949784,1.53945952486482,-0.0862453168605078,0.0749485321941532,-7.29320972488059,-1.40436311091304,-25.2347531280275,1.0243830270595,24.5923692260456,-0.561786265625513,4.37040785059174,0.899431251665652,-535.001022700169,ts2_flex_decay_stop
111,-4.32188556413722,-3.775685829887,2.23335051375485,2.18047610950738,-0.0950304625437241,0.0101811869911316,-6.69498418476285,-2.38283949345245,-14.8133648902515,1.66096153353338,16.2589614582954,-480.011507798052,1559.63554139929,0.825306091639259,-303.617960390905,ts2_flex_decay_stop
112,12.5451579071454,-44.9509069854211,-7.5364475458275,24.0914658179422,-0.147384303979139,0.70388911888335,-37.652644140825,36.9841053173611,41.1804777147125,0.156502505851013,-0.932642071969538,-0.0090493221243479,2.28383860081505,0.977922331775139,-469.650476833146,ts2_flex_decay_stop
113,-5.24902660101419,0.431718619124095,0.421636476156627,1.1811378192636801,-0.0693015494793985,0.573895683765374,-37.4881983391043,36.6163241348932,28.2346161132288,-1.1936308437585,12.0406947661629,-0.202225817821061,2.93851343820383,0.972301190836772,-453.026091627519,ts2_flex_decay_stop
114,-1.81335880846249,1.7576863791135,0.79390904252078,-0.335638112792896,-0.191208960042054,-0.182314050295967,-6.13204309169443,-0.0412560555824507,-1.58509323510165,0.450285335392399,6.95550401560308,-4158.9519375026,2855.57182310089,0.941168788118326,-558.47673380394,ts2_flex_decay_stop
